dealTime,district,address,lat,lon,usage,houseType,unitPrice,pattern,floor,floorSum,state_code
 2018-01, 中正區, 金門街,25.0219609,121.5236038, 整層住家, 電梯大樓,1521, 3房1廳2衛,553326890, 7.0,553326890
 2018-06, 中正區, 和平西路一段,25.0266197,121.5184934, 獨立套房, 電梯大樓,1666, ,553426902, 14.0,553426902
 2018-06, 中正區, 西藏路,25.0303187,121.5058242, 獨立套房, 公寓,1333, ,553526910, 6.0,553526910
 2018-06, 中正區, 廈門街,25.0244784,121.5174236, 獨立套房, 公寓,1037, ,553426896, 5.0,553426896
 2018-06, 中正區, 重慶南路三段,25.0259477,121.5161987, 獨立套房, 電梯大樓,1422, ,553426900, 12.0,553426900
 2018-06, 中正區, 寧波東街,25.0323689,121.5199753, 獨立套房, ,1944, ,553526919, 8.0,553526919
 2018-06, 中正區, 林森北路,25.0474292,121.5241078, 獨立套房, 電梯大樓,2000, ,553926957, 5.0,553926957
 2018-06, 中正區, 南昌路一段,25.0315622,121.5169543, 獨立套房, 電梯大樓,1425, ,553526916, 7.0,553526916
 2018-06, 中正區, 衡陽路,25.0422268,121.5111253, 獨立套房, 電梯大樓,2000, ,553826942, 5.0,553826942
 2018-05, 中正區, 金山南路一段,25.0386576,121.52850990000002, 獨立套房, 公寓,1437, ,553726937, 5.0,553726937
 2018-05, 中正區, 金門街,25.0219609,121.5236038, 獨立套房, 公寓,1371, ,553326890, 4.0,553326890
 2018-05, 中正區, 林森南路,25.0384633,121.5214438, 獨立套房, 電梯大樓,1916, ,553726935, 12.0,553726935
 2018-05, 中正區, 羅斯福路三段,25.0214419,121.526989, 獨立套房, 公寓,1090, ,553326889, 3.0,553326889
 2018-05, 中正區, 福州街,25.0279431,121.5171611, 獨立套房, 公寓,1600, ,553426906, 5.0,553426906
 2018-05, 中正區, 博愛路,25.0401749,121.5113096, 獨立套房, 透天厝,2125, ,553726937, 5.0,553726937
 2018-05, 中正區, 新生北路一段,25.0449069,121.53285929999998, 獨立套房, 電梯大樓,2000, ,553826953, 12.0,553826953
 2018-05, 中正區, 漢口街一段,25.045175,121.5121688, 獨立套房, 公寓,1625, ,553826949, 5.0,553826949
 2018-05, 中正區, 博愛路,25.0401749,121.5113096, 獨立套房, 公寓,1600, ,553726937, 5.0,553726937
 2018-05, 中正區, 中華路一段,25.0430239,121.5087195, 獨立套房, 公寓,1812, ,553826943, 4.0,553826943
