companyName,storeNumber,storeName,address,lat,lon,state_code
統一超商,70799400,台北市第三四八分公司,中正區杭州南路一段二十三號一樓,25.0424074,121.5265416,553826946
統一超商,84900568,台北市第三０一分公司,中山北路二段四十之一號一樓,25.0542879,121.5237975,554026972
來來超商,16085905,第三一二分公司,北投區泉源路三十五巷１號１樓,25.140505,121.506215,555927051
全家便利商店,23929579,大安分公司,大安區大安路1段20號1樓,25.0440968,121.5460813,553826954
全家便利商店,53662719,金園分公司,萬華區西園路2段140巷42號、44號,25.0313135,121.4951544,553526910
萊爾富國際,86174726,福德分公司,信義區福德街２６６號１樓,25.038884,121.58589209999998,553726950
統一超商,16089199,台北巿第３５１分公司,北投區明德路九十九號１樓,25.109518,121.5193952,555227047
統一超商,27241495,台北市第五七三分公司,中正區南昌路二段一七三號,25.0255587,121.52282920000002,553426900
統一超商,28433507,台北市第六六０分公司,萬華區武昌街2段114-3、114-4號1樓,25.045131,121.504727,553826948
統一超商,51317831,台北市第九四六分公司,內湖區港墘路46、48號1樓,25.0820648,121.5780385,554627033
統一超商,84442607,台北巿第２４７分公司,民生東路五段100號1樓,25.058441100000003,121.560323,554126989
全家便利商店,27230814,試院分公司,文山區試院里木柵路1段91號、93號1樓,24.987121,121.547393,552526774
全家便利商店,28979963,復盛分公司,松山區八德路4段40、42號,25.0481978,121.5593007,553926967
萊爾富國際,96967107,和平分公司,中正區延平南路２１０號１樓,25.0347891,121.5074548,553626922
統一超商,53651831,台北市第八二二分公司,士林區基河路132號1樓,25.0890872,121.5227567,554827030
統一超商,70816098,台北市第一七三分公司,中山區林森北路310巷10號1樓、中山北路二段59巷55、55-1、55-2、55-3、55-4、57、59號1樓,25.056121,121.5247805,554126976
統一超商,80339975,台北市第五三一分公司,士林區文林路五三０號一樓,25.0870762,121.5256226,554727028
統一超商,80349045,台北市第五四四分公司,中山區中山北路二段九八號一樓,25.0598963,121.5226656,554126984
來來超商,89391402,第一八九分公司,松山區敦化北路１５５巷８７號之１號１樓,25.054072,121.551406,554026978
萊爾富國際,27254293,第３０３４分公司,北投區關渡里知行路３１４號１樓,25.1224438,121.4672689,555527042
萊爾富國際,86174134,延平第二分公司,士林區延平北路五段１３８號１樓,25.0789815,121.5100351,554627013
統一超商,16832212,台北市第３１１分公司,松山區三民路十號一樓,25.0524003,121.5639517,554026977
統一超商,27246983,台北市第三七八分公司,信義區松德路二七一號,25.032912,121.574648,553526932
統一超商,27949007,台北市第六二０分公司,內湖區康樂街213號1樓,25.0762293,121.6217059,554527034
統一超商,27951404,台北市第六二九分公司,北投區文林北路98號,25.10564,121.517646,555227044
統一超商,51527554,台北市第八九一分公司,北投區光明路132-2號1樓,25.133616,121.50216,555827051
統一超商,84706706,台北市第２６６分公司,和平西路1段26號1樓,25.0266129,121.5207435,553426903
統一超商,89388321,台北市第三０三分公司,大同區南京西路四三六號一樓,25.0533002,121.50890420000002,554026967
全家便利商店,54373625,台北市第五0六分公司,中山區民權東路2段152巷14號,25.0611749,121.5349805,554226989
統一超商,28417788,台北市第一四一分公司,大同區重慶北路2段60號、62號1樓,25.0558329,121.513793,554126973
統一超商,97175574,台北巿第２２２分公司,大安區敦化南路二段八十一巷二十九號１樓,25.0300548,121.550015,553526919
全家便利商店,28436096,力晶分公司,松山區中正里南京東路3段258號1樓,25.0516097,121.5448268,554026971
全家便利商店,51567470,台北市第六O六分公司,大安區民炤里新生南路1段165巷35號,25.0342643,121.5360805,553626927
全家便利商店,53661021,吉泰分公司,大安區仁愛路4段300巷11之1號、2號,25.036905,121.5545587,553626938
全家便利商店,54389963,台北市第五二九分公司,大安區和平東路3段58號1樓,25.0244427,121.5481877,553426902
萊爾富國際,97082528,懷德分公司,北投區懷德街五號一樓,25.1113681,121.5191516,555327048
統一超商,22656059,台北市第七十八分公司,長安東路一段８之３號１樓,25.0494681,121.5226512,553926962
統一超商,27934010,台北市第五一六分公司,大同區延平北路４段１５７、１５９號１樓,25.0731183,121.5114223,554427005
統一超商,27949983,台北市第六二四分公司,信義區興隆里忠孝東路4段514號,25.040831,121.562594,553726950
統一超商,84892906,台北巿第二八一分公司,文山區指南里十六鄰指南路三段八、十號一樓,24.9798244,121.5824673,552426753
統一超商,96977870,台北巿第７１分公司,松山區八德路4段151號1樓,25.04878,121.562569,553926969
全家便利商店,28421707,永隆分公司,信義區興雅里基隆路1段147巷7號1樓,25.042521,121.566194,553826955
全家便利商店,51707417,台北市第六一七分公司,中正區黎明里衡陽路7號1樓,25.0424284,121.5137115,553826943
統一超商,24811937,台北市第八六六分公司,內湖區新湖二路329號1樓,25.0645815,121.58351670000002,554227006
全家便利商店,23528482,公館分公司,中正區汀州路3段251號1１樓,25.013642,121.534413,553126866
全家便利商店,51445337,台北市第五九七分公司,信義區安康里松德路157號、159號,25.0365603,121.5749548,553626942
全家便利商店,51667203,台北市第六一三分公司,松山區民有里民生東路3段127巷6號1樓及113巷7弄19號1樓,25.0575896,121.5419545,554126983
萊爾富國際,24789386,第四二六五分公司,南港區三重里經貿二路235巷36號1樓,25.0613624,121.6151695,554227007
萊爾富國際,27927192,第３１０５分公司,內湖區安康路１４２號１樓,25.0628349,121.600146,554227006
