state_code,unitPrice,cloth_done,convStore_done,edu_all_statecode,hardware_done,hsp_and_clc,illegal_don,mrt,night_club,park,ubike,restaurant,job
554326988,,,,,,,1.0,,,,,,
554527013,,,,,,,1.0,,,,,2.0,
555027036,,,,,,,2.0,,,,,12.0,
555227036,,,,,,,2.0,,,,,1.0,
555727048,,,,,,,1.0,,,,,,
555927057,,,,,,,1.0,,,,,,
556027053,,,,,,,1.0,,,,,,
556127049,,,,,,,1.0,,,,,1.0,
556127051,,,,,,,1.0,,,,,,
556727013,,,,,,,1.0,,,,,,
553026863,,,,,,,,,,1.0,,,
553526934,,,,,,,,,,1.0,,,
554627039,,,,,,,,,,1.0,,,
531512346,,,,,,,,,,,,1.0,
533614454,,,,,,,,,,,,1.0,
534515376,,,,,,,,,,,,1.0,
534715606,,,,,,,,,,,,1.0,
534815706,,,,,,,,,,,,1.0,
534915749,,,,,,,,,,,,1.0,
535916747,,,,,,,,,,,,1.0,
545424180,,,,,,,,,,,,3.0,
547124897,,,,,,,,,,,,1.0,
548825593,,,,,,,,,,,,1.0,
549325790,,,,,,,,,,,,1.0,
549325791,,,,,,,,,,,,1.0,
551026412,,,,,,,,,,,,1.0,
551526560,,,,,,,,,,,,1.0,
551726604,,,,,,,,,,,,1.0,
551826561,,,,,,,,,,,,1.0,
551926652,,,,,,,,,,,,1.0,
552026606,,,,,,,,,,,,1.0,
552026632,,,,,,,,,,,,1.0,
552026669,,,,,,,,,,,,1.0,
552126692,,,,,,,,,,,,2.0,
552126693,,,,,,,,,,,,1.0,
552126694,,,,,,,,,,,,1.0,
552126696,,,,,,,,,,,,1.0,
552126698,,,,,,,,,,,,1.0,
552126700,,,,,,,,,,,,15.0,
552126702,,,,,,,,,,,,2.0,
552126703,,,,,,,,,,,,2.0,
552126704,,,,,,,,,,,,3.0,
552126705,,,,,,,,,,,,1.0,
552126706,,,,,,,,,,,,5.0,
552126707,,,,,,,,,,,,4.0,
552126708,,,,,,,,,,,,3.0,
552226710,,,,,,,,,,,,1.0,
552226713,,,,,,,,,,,,1.0,
552226715,,,,,,,,,,,,3.0,
552226719,,,,,,,,,,,,1.0,
552226729,,,,,,,,,,,,1.0,
552326721,,,,,,,,,,,,1.0,
552326730,,,,,,,,,,,,1.0,
552326733,,,,,,,,,,,,1.0,
552326745,,,,,,,,,,,,1.0,
552426735,,,,,,,,,,,,1.0,
552526753,,,,,,,,,,,,1.0,
552526757,,,,,,,,,,,,1.0,
552526762,,,,,,,,,,,,1.0,
552626738,,,,,,,,,,,,1.0,
552726781,,,,,,,,,,,,1.0,
552726790,,,,,,,,,,,,1.0,
552726817,,,,,,,,,,,,1.0,
552826702,,,,,,,,,,,,1.0,
552926789,,,,,,,,,,,,1.0,
553026802,,,,,,,,,,,,1.0,
553126840,,,,,,,,,,,,1.0,
553126854,,,,,,,,,,,,1.0,
553126855,,,,,,,,,,,,3.0,
553126857,,,,,,,,,,,,1.0,
553126860,,,,,,,,,,,,6.0,
553126861,,,,,,,,,,,,19.0,
553126874,,,,,,,,,,,,1.0,
553226855,,,,,,,,,,,,1.0,
553226857,,,,,,,,,,,,1.0,
553226869,,,,,,,,,,,,1.0,
553326906,,,,,,,,,,,,1.0,
553426849,,,,,,,,,,,,1.0,
553426919,,,,,,,,,,,,2.0,
553426930,,,,,,,,,,,,1.0,
553426931,,,,,,,,,,,,1.0,
553426932,,,,,,,,,,,,1.0,
553426935,,,,,,,,,,,,1.0,
553526894,,,,,,,,,,,,1.0,
553526897,,,,,,,,,,,,1.0,
553526936,,,,,,,,,,,,2.0,60.0
553626912,,,,,,,,,,,,1.0,
553626955,,,,,,,,,,,,1.0,
553726913,,,,,,,,,,,,1.0,
553826972,,,,,,,,,,,,1.0,
553926947,,,,,,,,,,,,1.0,
554026954,,,,,,,,,,,,1.0,
554126972,,,,,,,,,,,,3.0,
554127005,,,,,,,,,,,,1.0,
554226975,,,,,,,,,,,,1.0,
554226979,,,,,,,,,,,,1.0,
554427008,,,,,,,,,,,,2.0,
554427009,,,,,,,,,,,,1.0,
554427010,,,,,,,,,,,,1.0,
554427012,,,,,,,,,,,,2.0,
554427031,,,,,,,,,,,,1.0,
554526987,,,,,,,,,,,,1.0,
554526999,,,,,,,,,,,,2.0,
554527016,,,,,,,,,,,,2.0,1.0
554527036,,,,,,,,,,,,1.0,
554527037,,,,,,,,,,,,1.0,
554627040,,,,,,,,,,,,1.0,
554727016,,,,,,,,,,,,1.0,
554727048,,,,,,,,,,,,1.0,
554827023,,,,,,,,,,,,1.0,
554927039,,,,,,,,,,,,3.0,
554927043,,,,,,,,,,,,1.0,
554927050,,,,,,,,,,,,3.0,11.0
554927055,,,,,,,,,,,,1.0,
555027029,,,,,,,,,,,,1.0,
555027032,,,,,,,,,,,,2.0,
555027033,,,,,,,,,,,,2.0,
555027048,,,,,,,,,,,,2.0,
555027054,,,,,,,,,,,,1.0,
555027055,,,,,,,,,,,,4.0,
555127038,,,,,,,,,,,,1.0,
555127050,,,,,,,,,,,,1.0,
555127057,,,,,,,,,,,,2.0,
555127058,,,,,,,,,,,,1.0,
555127060,,,,,,,,,,,,1.0,
555227039,,,,,,,,,,,,1.0,
555227042,,,,,,,,,,,,1.0,
555227043,,,,,,,,,,,,1.0,
555227053,,,,,,,,,,,,1.0,
555227062,,,,,,,,,,,,1.0,
555327030,,,,,,,,,,,,1.0,
555327042,,,,,,,,,,,,1.0,
555327059,,,,,,,,,,,,3.0,
555327060,,,,,,,,,,,,4.0,
555427039,,,,,,,,,,,,2.0,
555427043,,,,,,,,,,,,2.0,
555427063,,,,,,,,,,,,2.0,
555527065,,,,,,,,,,,,2.0,
555527067,,,,,,,,,,,,1.0,
555527068,,,,,,,,,,,,1.0,
555527098,,,,,,,,,,,,2.0,
555627060,,,,,,,,,,,,11.0,
555627061,,,,,,,,,,,,1.0,
555627065,,,,,,,,,,,,1.0,
555627066,,,,,,,,,,,,3.0,
555627069,,,,,,,,,,,,3.0,
555727064,,,,,,,,,,,,1.0,
555727066,,,,,,,,,,,,4.0,
555727105,,,,,,,,,,,,1.0,
555827044,,,,,,,,,,,,5.0,
555827047,,,,,,,,,,,,3.0,
555827054,,,,,,,,,,,,1.0,
555827058,,,,,,,,,,,,6.0,
555827059,,,,,,,,,,,,3.0,1.0
555827066,,,,,,,,,,,,3.0,
555827071,,,,,,,,,,,,2.0,
555827072,,,,,,,,,,,,1.0,
555927056,,,,,,,,,,,,26.0,
555927058,,,,,,,,,,,,1.0,
555927065,,,,,,,,,,,,8.0,
555927066,,,,,,,,,,,,3.0,
555927067,,,,,,,,,,,,1.0,
556027056,,,,,,,,,,,,1.0,
556027058,,,,,,,,,,,,1.0,
556027062,,,,,,,,,,,,1.0,
556027063,,,,,,,,,,,,15.0,
556027064,,,,,,,,,,,,1.0,
556027065,,,,,,,,,,,,1.0,
556127045,,,,,,,,,,,,2.0,
556127055,,,,,,,,,,,,3.0,
556227044,,,,,,,,,,,,1.0,
556227049,,,,,,,,,,,,7.0,
556227051,,,,,,,,,,,,1.0,
556227052,,,,,,,,,,,,2.0,
556227053,,,,,,,,,,,,5.0,
556227058,,,,,,,,,,,,4.0,
556227059,,,,,,,,,,,,1.0,
556327050,,,,,,,,,,,,5.0,
556327051,,,,,,,,,,,,1.0,
556327053,,,,,,,,,,,,1.0,
556327054,,,,,,,,,,,,1.0,
556427031,,,,,,,,,,,,1.0,
556427048,,,,,,,,,,,,1.0,
556627018,,,,,,,,,,,,1.0,
556627037,,,,,,,,,,,,1.0,
556627038,,,,,,,,,,,,3.0,
556627040,,,,,,,,,,,,2.0,
556627041,,,,,,,,,,,,1.0,
556727016,,,,,,,,,,,,1.0,
556727031,,,,,,,,,,,,7.0,
556727033,,,,,,,,,,,,7.0,
556727034,,,,,,,,,,,,1.0,
556727035,,,,,,,,,,,,5.0,
556727036,,,,,,,,,,,,1.0,
556827029,,,,,,,,,,,,2.0,
556827030,,,,,,,,,,,,2.0,
556827031,,,,,,,,,,,,4.0,
556827034,,,,,,,,,,,,1.0,
556827035,,,,,,,,,,,,1.0,
556827037,,,,,,,,,,,,1.0,
556926999,,,,,,,,,,,,1.0,
556927024,,,,,,,,,,,,1.0,
556927029,,,,,,,,,,,,1.0,
556927030,,,,,,,,,,,,1.0,
556927031,,,,,,,,,,,,2.0,
557027016,,,,,,,,,,,,3.0,
557027024,,,,,,,,,,,,1.0,
557426531,,,,,,,,,,,,1.0,
690826620,,,,,,,,,,,,1.0,
534415271,,,,,,,,,,,,,2.0
552126685,,,,,,,,,,,,,1.0
554227013,,,,,,,,,,,,,2.0
554427013,,,,,,,,,,,,,1.0
554526985,,,,,,,,,,,,,1.0
